#node1	node2
MAGI1	UBE2K
MAGI1	LRP2
MAGI1	CTNNB1
MAGI1	CDC42
MAGI1	UBE2L3
MAGI1	PTPRG
MAGI1	PSMD6
STX1B	VAMP3
STX1B	YKT6
STX1B	NAPA
STX1B	PURA
STX1B	VAPA
STX1B	RAC1
STX1B	HAPLN3
STX1B	STX7
STX1B	STXBP1
STX1B	STX12
STX1B	CFI
STX1B	NSF
STX1B	CDC42
STX1B	EWSR1
STX1B	SEC22B
FGFR2	MAPK1
FGFR2	GAPDH
FGFR2	FGF7
FGFR2	ATM
FGFR2	ITGA5
FGFR2	ALB
FGFR2	NPM1
FGFR2	CRK
FGFR2	POLR2G
FGFR2	IGF1
FGFR2	MMP14
FGFR2	PKM
FGFR2	CSF1
FGFR2	NOG
FGFR2	FLRT2
FGFR2	PTPN11
FGFR2	CTNNB1
FGFR2	CRKL
FGFR2	PDGFA
FGFR2	FN1
FGFR2	STAT1
FGFR2	RYR2
FGFR2	ENAH
FGFR2	GNAS
FGFR2	ANGPT4
FGFR2	GRB2
FGFR2	PDGFD
FGFR2	YWHAZ
FGFR2	IDH1
FGFR2	IGF2
FGFR2	EPS15L1
FGFR2	CD44
FGFR2	EPN1
FGFR2	POLR2H
FGFR2	BOC
FGFR2	CDKN2A
FGFR2	PDGFC
FGFR2	ANGPT1
FGFR2	VEGFC
ARL4C	SPP2
ARL4C	CTSK
ARL4C	CFL2
ARL4C	LMOD1
ARL4C	FLNA
ARL4C	ABCA1
ARL4C	RPL31
RASA1	MAPK1
RASA1	NUTF2
RASA1	RRAS2
RASA1	PDGFRA
RASA1	PDGFRB
RASA1	RAB5A
RASA1	EDIL3
RASA1	CRK
RASA1	RGMB
RASA1	ARHGAP1
RASA1	CASP3
RASA1	LASP1
RASA1	CAV1
RASA1	MAP4K4
RASA1	PDGFA
RASA1	ANXA6
RASA1	GFRA1
RASA1	VAT1
RASA1	SMAP1
RASA1	GRB2
RASA1	G3BP1
RASA1	MOB1B
RASA1	CDC42
RASA1	IL6
RASA1	FGFR1
RASA1	RHOA
RASA1	ROBO2
RASA1	ANGPT1
RASA1	ADSL
P2RY2	NT5E
P2RY2	KNG1
P2RY2	APP
P2RY2	VCAM1
P2RY2	RNPEP
P2RY2	F2
P2RY2	ENPP1
P2RY2	AGT
P2RY2	GNG12
P2RY2	GNAS
P2RY2	SPTAN1
P2RY2	ANXA1
P2RY2	CXCL12
P2RY2	SAA1
P2RY2	IL6
P2RY2	TSKU
P2RY2	GNB1
RGS16	GNAI2
RGS16	CXCL12
KCNJ15	TRPM5
KCNJ15	GNG12
KCNJ15	GNB1
PTGIR	KNG1
PTGIR	RAB5A
PTGIR	PRKACA
PTGIR	VIP
PTGIR	ATP6AP1
PTGIR	GNG12
PTGIR	GNAS
PTGIR	GNB1
CD70	FAS
CD70	PDCD1LG2
CD70	IL6
CD70	RHOA
CDH1	KRT14
CDH1	TNS1
CDH1	VCL
CDH1	MAPK1
CDH1	TIMP1
CDH1	MMP2
CDH1	NUTF2
CDH1	SFRP1
CDH1	TGFB1
CDH1	LAMB1
CDH1	SERPINE1
CDH1	COL1A1
CDH1	VTN
CDH1	YBX3
CDH1	GAPDH
CDH1	MAPK14
CDH1	LOX
CDH1	SPARC
CDH1	MMP8
CDH1	VASP
CDH1	CAPNS1
CDH1	KRT9
CDH1	RAP1B
CDH1	KRT5
CDH1	LGALS3
CDH1	APC
CDH1	MMP7
CDH1	MMP13
CDH1	THBS1
CDH1	ADAM10
CDH1	PEBP1
CDH1	PDGFRB
CDH1	PKD1
CDH1	TIMP2
CDH1	ARPC1A
CDH1	ACTR3
CDH1	EP300
CDH1	MCAM
CDH1	LOXL3
CDH1	RAB7A
CDH1	SEMA3C
CDH1	TIMP3
CDH1	FGF7
CDH1	IQGAP1
CDH1	CDH11
CDH1	CDH13
CDH1	CDH2
CDH1	KRT10
CDH1	RAB5A
CDH1	SFRP2
CDH1	ATM
CDH1	FER
CDH1	THY1
CDH1	CA2
CDH1	PIP
CDH1	ITGA5
CDH1	VCAM1
CDH1	ARPC2
CDH1	ALB
CDH1	ANXA5
CDH1	NUDT21
CDH1	MED1
CDH1	AXL
CDH1	IGF1
CDH1	CTNNA1
CDH1	ALCAM
CDH1	MMP14
CDH1	KRT17
CDH1	PLG
CDH1	ADAM17
CDH1	CASP3
CDH1	LEP
CDH1	TLN1
CDH1	MET
CDH1	PKM
CDH1	CALR
CDH1	HSPA5
CDH1	ZYX
CDH1	LASP1
CDH1	NOG
CDH1	GAS6
CDH1	HSP90AA1
CDH1	NME1
CDH1	CAV1
CDH1	PTPN11
CDH1	CTNNB1
CDH1	CTSL
CDH1	ANXA2
CDH1	FN1
CDH1	GFRA1
CDH1	UBE2I
CDH1	RAC1
CDH1	AKAP9
CDH1	ADAM15
CDH1	PTPRS
CDH1	ACTB
CDH1	MSN
CDH1	NRP2
CDH1	STAT1
CDH1	ENAH
CDH1	TGFB2
CDH1	EZR
CDH1	LMNA
CDH1	S100A8
CDH1	FLG
CDH1	BAG3
CDH1	YBX1
CDH1	SDC4
CDH1	PLAU
CDH1	ENG
CDH1	GSN
CDH1	DKK1
CDH1	TSPYL2
CDH1	CTTN
CDH1	POSTN
CDH1	DSP
CDH1	PIR
CDH1	BTF3
CDH1	IGFBP3
CDH1	THUMPD1
CDH1	SRXN1
CDH1	FSCN1
CDH1	LOXL2
CDH1	GRB2
CDH1	G6PD
CDH1	JUP
CDH1	ACTN1
CDH1	EFEMP1
CDH1	AIMP1
CDH1	LIMA1
CDH1	SIN3A
CDH1	AFP
CDH1	CXCL12
CDH1	ITGB1
CDH1	WNT5B
CDH1	GSTP1
CDH1	CTNND1
CDH1	CDC42
CDH1	RDX
CDH1	ELAVL1
CDH1	IL6
CDH1	MGAT5
CDH1	FHL2
CDH1	ACAN
CDH1	AP1M1
CDH1	IGF2
CDH1	FGFR1
CDH1	CORO1C
CDH1	CD44
CDH1	RHOA
CDH1	PVR
CDH1	ACTA2
CDH1	NDRG1
CDH1	CLMP
CDH1	TGFBI
CDH1	SUPT20H
CDH1	MME
CDH1	CDKN2A
CDH1	ADAM9
CDH1	CAPN1
CDH1	CFL1
CDH1	CRYAB
CDH1	OTUB1
CDH1	VIM
CDH1	CNTN1
CDH1	KRT4
CDH1	ACTG1
CDH1	PTPRM
CDH1	EHD1
CDH1	VEGFC
CDH1	EPPK1
MSR1	DDX5
MSR1	COL1A1
MSR1	APOC3
MSR1	APOB
MSR1	APOA1
MSR1	APOE
MSR1	APP
MSR1	COL1A2
MSR1	HSP90B1
MSR1	COL3A1
MSR1	LPL
MSR1	CLU
MSR1	CALR
MSR1	LPA
MSR1	CSF1
MSR1	HP
MSR1	DCTD
MSR1	COL4A2
MSR1	ABCA1
MSR1	COL4A1
MSR1	APOM
MSR1	TMEM79
MSR1	SAA1
MSR1	IL6
MSR1	PLTP
MSR1	SAA2
MSR1	HPR
MSR1	LDLR
STEAP2	FRRS1
STEAP2	GBA
STEAP2	EEA1
STEAP2	CYBRD1
STEAP2	TFRC
STEAP2	ARPC1B
STEAP2	CLSTN2
DOCK4	SNRPD3
DOCK4	EIF3D
DOCK4	PHF5A
DOCK4	EIF3E
DOCK4	RPL18A
DOCK4	RPL19
DOCK4	RPS12
DOCK4	LSM8
DOCK4	RAP1B
DOCK4	RPS16
DOCK4	LSM7
DOCK4	EIF2S3
DOCK4	EIF3G
DOCK4	EIF2S1
DOCK4	RTCA
DOCK4	PDGFRB
DOCK4	RPL8
DOCK4	LIG1
DOCK4	SNRPF
DOCK4	SRP14
DOCK4	RPS11
DOCK4	NHP2
DOCK4	RPS3
DOCK4	OLA1
DOCK4	FRRS1
DOCK4	RPS23
DOCK4	CRK
DOCK4	LSM3
DOCK4	PA2G4
DOCK4	RPS9
DOCK4	SRP9
DOCK4	SF3B3
DOCK4	RPL13
DOCK4	EEF2
DOCK4	RPL15
DOCK4	RPL38
DOCK4	RPL4
DOCK4	KIAA0319L
DOCK4	RPS15A
DOCK4	RPLP2
DOCK4	PLEC
DOCK4	EEF1G
DOCK4	EIF5A
DOCK4	SARNP
DOCK4	EEF1A1
DOCK4	RPL7
DOCK4	RPS2
DOCK4	SNRPD2
DOCK4	RPS21
DOCK4	RPL3
DOCK4	RPL27A
DOCK4	RPLP1
DOCK4	RPS3A
DOCK4	RPSA
DOCK4	RPL22
DOCK4	CRKL
DOCK4	RAC1
DOCK4	RPS26
DOCK4	ETF1
DOCK4	RPL12
DOCK4	RPS27
DOCK4	MDN1
DOCK4	RPL5
DOCK4	EIF3I
DOCK4	RPS4X
DOCK4	RPL10A
DOCK4	EIF6
DOCK4	RPL11
DOCK4	CTTN
DOCK4	RPS6
DOCK4	BTF3
DOCK4	RPL13A
DOCK4	GRB2
DOCK4	RPL24
DOCK4	SIL1
DOCK4	RPL14
DOCK4	RPS8
DOCK4	CDC42
DOCK4	RPS14
DOCK4	RPL31
DOCK4	RPS18
DOCK4	RHOA
DOCK4	RPL35A
DOCK4	RPL23
DOCK4	SRP19
DOCK4	RPL30
DOCK4	RPS20
DOCK4	RPS25
DOCK4	RPS13
DOCK4	RPL18
DOCK4	RPLP0
DOCK4	RPL26
DOCK4	RPL27
DOCK4	RPS19
DOCK4	RPS28
DOCK4	RPS5
DOCK4	TPT1
DOCK4	RPS10
FZD7	OLFM4
FZD7	SFRP1
FZD7	SDCBP
FZD7	SFRP2
FZD7	PORCN
FZD7	CTHRC1
FZD7	CTNNB1
FZD7	FN1
FZD7	RAC1
FZD7	RSPO1
FZD7	GPC4
FZD7	ROR1
FZD7	SDC4
FZD7	DKK1
FZD7	DKK3
FZD7	WNT5B
FZD7	RHOA
FZD7	SFRP4
FZD7	PTK7
MARCKS	VCL
MARCKS	MYL12A
MARCKS	APOE
MARCKS	ARPC1A
MARCKS	MYL9
MARCKS	TXNDC16
MARCKS	CALM3
MARCKS	DBN1
MARCKS	BASP1
MARCKS	HSP90AA1
MARCKS	CTSB
MARCKS	PEA15
MARCKS	PTGDS
MARCKS	AKAP12
MARCKS	RPS25
MARCKS	PRKCSH
MARCKS	NMT1
KCNJ18	GYG1
KCNJ18	GNB1
FLRT3	OLFM4
FLRT3	HS6ST1
FLRT3	NID1
FLRT3	IGFBP7
FLRT3	KMT2D
FLRT3	OLFML3
FLRT3	FN1
FLRT3	OLFML2B
FLRT3	OLFML2A
FLRT3	FGFR1
FLRT3	LAMA2
FLRT3	ROBO2
FLRT3	BOC
FLRT3	PDGFRL
VEGFA	DCN
VEGFA	GRN
VEGFA	TNS1
VEGFA	VCL
VEGFA	MIF
VEGFA	MAPK1
VEGFA	HMOX1
VEGFA	APEX1
VEGFA	TXNL1
VEGFA	TIMP1
VEGFA	MMP2
VEGFA	NUTF2
VEGFA	TGFB1
VEGFA	NAMPT
VEGFA	SERPINE1
VEGFA	COL1A1
VEGFA	VTN
VEGFA	YBX3
VEGFA	MGP
VEGFA	GAPDH
VEGFA	MAPK14
VEGFA	LOX
VEGFA	SPARC
VEGFA	SEMA3G
VEGFA	APOB
VEGFA	IGFBP2
VEGFA	IGFBP5
VEGFA	IL1RL1
VEGFA	MMP8
VEGFA	ATIC
VEGFA	CAT
VEGFA	SRGN
VEGFA	TNFAIP6
VEGFA	C3
VEGFA	HSPB1
VEGFA	ISLR
VEGFA	CLEC11A
VEGFA	APOE
VEGFA	ACTN4
VEGFA	GDF15
VEGFA	LGALS3
VEGFA	SERPINF1
VEGFA	CHI3L1
VEGFA	FST
VEGFA	PDGFRA
VEGFA	NT5E
VEGFA	ENPP2
VEGFA	MMP7
VEGFA	MMP13
VEGFA	THBS1
VEGFA	ITGAV
VEGFA	PDGFRB
VEGFA	SEMA7A
VEGFA	PRDX1
VEGFA	TIMP2
VEGFA	A1BG
VEGFA	EP300
VEGFA	MCAM
VEGFA	GPC1
VEGFA	NID1
VEGFA	KNG1
VEGFA	VCAN
VEGFA	SEMA3C
VEGFA	NRP1
VEGFA	TIMP3
VEGFA	FGF7
VEGFA	IQGAP1
VEGFA	CDH2
VEGFA	SOD1
VEGFA	CTSK
VEGFA	SERPING1
VEGFA	ATM
VEGFA	ITGA1
VEGFA	DDAH1
VEGFA	THY1
VEGFA	OLA1
VEGFA	APP
VEGFA	ADAMTS1
VEGFA	AKR1B1
VEGFA	ADK
VEGFA	TIMP4
VEGFA	STC1
VEGFA	BAX
VEGFA	ITGA5
VEGFA	TNFSF12
VEGFA	VCAM1
VEGFA	IGFBP7
VEGFA	ALB
VEGFA	PTX3
VEGFA	ANXA5
VEGFA	EDIL3
VEGFA	FABP5
VEGFA	COL1A2
VEGFA	TNFRSF11B
VEGFA	HPRT1
VEGFA	HSP90B1
VEGFA	ANPEP
VEGFA	AXL
VEGFA	ANGPTL4
VEGFA	PRL
VEGFA	IGF1
VEGFA	HSPA4
VEGFA	CTNNA1
VEGFA	ALCAM
VEGFA	CYCS
VEGFA	MMP14
VEGFA	F2
VEGFA	PLG
VEGFA	PRKACA
VEGFA	ADAM17
VEGFA	CASP3
VEGFA	LEP
VEGFA	HNRNPD
VEGFA	CLU
VEGFA	PLXND1
VEGFA	MET
VEGFA	NCL
VEGFA	PKM
VEGFA	SERPINF2
VEGFA	A2M
VEGFA	HSPA5
VEGFA	BGN
VEGFA	COL10A1
VEGFA	CSF1
VEGFA	NOG
VEGFA	GAS6
VEGFA	CFD
VEGFA	PARVA
VEGFA	HSP90AA1
VEGFA	ANG
VEGFA	NME1
VEGFA	CAV1
VEGFA	PTPN11
VEGFA	PTN
VEGFA	DPYSL3
VEGFA	CTNNB1
VEGFA	CTSL
VEGFA	CTSB
VEGFA	ANXA2
VEGFA	PDGFA
VEGFA	FN1
VEGFA	COL18A1
VEGFA	FAS
VEGFA	HP
VEGFA	ADAM15
VEGFA	ACTB
VEGFA	COPS5
VEGFA	ELN
VEGFA	MYOF
VEGFA	TFRC
VEGFA	MYLK
VEGFA	NRP2
VEGFA	PRSS3
VEGFA	STAT1
VEGFA	MACF1
VEGFA	TGM2
VEGFA	AGT
VEGFA	THBS2
VEGFA	PARP1
VEGFA	TGFB2
VEGFA	VIP
VEGFA	CFH
VEGFA	QSOX1
VEGFA	SERPINC1
VEGFA	F5
VEGFA	HDGF
VEGFA	IL6R
VEGFA	S100A7
VEGFA	YBX1
VEGFA	SDC4
VEGFA	PLAU
VEGFA	ENG
VEGFA	PGK1
VEGFA	ANGPTL2
VEGFA	DKK1
VEGFA	GDF5
VEGFA	TXN
VEGFA	HSPG2
VEGFA	DDAH2
VEGFA	APOM
VEGFA	RECK
VEGFA	POSTN
VEGFA	GLRX
VEGFA	RPS6
VEGFA	COL2A1
VEGFA	AKR1C3
VEGFA	IGFBP3
VEGFA	ANGPT4
VEGFA	SOD3
VEGFA	FSCN1
VEGFA	SEMA5A
VEGFA	GRB2
VEGFA	PDGFD
VEGFA	G6PD
VEGFA	CORO1B
VEGFA	PROS1
VEGFA	ACTN1
VEGFA	ALDOA
VEGFA	AFP
VEGFA	CXCL12
VEGFA	ITGB1
VEGFA	COL4A3
VEGFA	PDCD1LG2
VEGFA	CST3
VEGFA	CTNND1
VEGFA	KDM5A
VEGFA	FKBP1A
VEGFA	CDC42
VEGFA	AKAP12
VEGFA	ELAVL1
VEGFA	MDK
VEGFA	IL6
VEGFA	LTBP1
VEGFA	ACAN
VEGFA	ADIPOQ
VEGFA	IDH1
VEGFA	IGF2
VEGFA	FGFR1
VEGFA	AHSG
VEGFA	CD44
VEGFA	RHOA
VEGFA	PSMC6
VEGFA	HK1
VEGFA	ILF3
VEGFA	PLXNB2
VEGFA	MST1
VEGFA	EIF4G1
VEGFA	CDKN2A
VEGFA	PDGFC
VEGFA	ANGPT1
VEGFA	CRYAB
VEGFA	SERPINH1
VEGFA	ENO2
VEGFA	LDHA
VEGFA	SOD2
VEGFA	CD63
VEGFA	B2M
VEGFA	LDLR
VEGFA	ACTG1
VEGFA	SLC16A3
VEGFA	VEGFC
VEGFA	SEMA3B
CDON	MAPK14
CDON	CDO1
CDON	SPAG9
CDON	LRP2
CDON	CDH2
CDON	GAS1
CDON	CTNNA1
CDON	NEO1
CDON	CTNNB1
CDON	CDC42
CDON	BOC
SMAD3	DCN
SMAD3	TGFBR3
SMAD3	MAPK1
SMAD3	RBX1
SMAD3	TIMP1
SMAD3	MMP2
SMAD3	TGFB1
SMAD3	SERPINE1
SMAD3	DDX5
SMAD3	COL1A1
SMAD3	GAPDH
SMAD3	MAPK14
SMAD3	LOX
SMAD3	SKP1
SMAD3	INHBA
SMAD3	PIN1
SMAD3	LGALS3
SMAD3	FST
SMAD3	MMP13
SMAD3	THBS1
SMAD3	LTBP2
SMAD3	EP300
SMAD3	CDH2
SMAD3	USP15
SMAD3	KPNB1
SMAD3	INHBB
SMAD3	POGLUT1
SMAD3	ALB
SMAD3	COL1A2
SMAD3	IGF1
SMAD3	HSPA4
SMAD3	COL3A1
SMAD3	PLG
SMAD3	CASP3
SMAD3	FBN1
SMAD3	CAV1
SMAD3	PTPN11
SMAD3	CTNNB1
SMAD3	FN1
SMAD3	SPTBN1
SMAD3	UBE2D3
SMAD3	ACTB
SMAD3	ELN
SMAD3	STAT1
SMAD3	AGT
SMAD3	PARP1
SMAD3	TGFB2
SMAD3	UCHL5
SMAD3	LMNA
SMAD3	S100A8
SMAD3	BAG3
SMAD3	FLNA
SMAD3	BMP5
SMAD3	COL5A1
SMAD3	YBX1
SMAD3	ENG
SMAD3	RBBP4
SMAD3	GDF5
SMAD3	CLIC4
SMAD3	AHNAK
SMAD3	G6PD
SMAD3	SIN3A
SMAD3	MYH11
SMAD3	WNT5B
SMAD3	FKBP1A
SMAD3	CDC42
SMAD3	IL6
SMAD3	LTBP1
SMAD3	ACAN
SMAD3	EIF4B
SMAD3	STRAP
SMAD3	PTPN13
SMAD3	CD44
SMAD3	RHOA
SMAD3	ACTA2
SMAD3	CBFB
SMAD3	SERPINE2
SMAD3	TGFBI
SMAD3	CDKN2A
SMAD3	FLNB
SMAD3	HSPA8
SMAD3	UBC
SMAD3	OTUB1
SMAD3	VIM
RALGPS1	ANGPTL1
RALGPS1	CCDC88B
RALGPS1	GRB2
JAG1	TGFB1
JAG1	LFNG
JAG1	GAPDH
JAG1	THBS1
JAG1	ADAM10
JAG1	MCAM
JAG1	CDH2
JAG1	POGLUT1
JAG1	ALB
JAG1	TNFRSF11B
JAG1	ADAM17
JAG1	LEP
JAG1	NOG
JAG1	CTNNB1
JAG1	FN1
JAG1	MFAP5
JAG1	PSMA7
JAG1	DKK1
JAG1	POFUT1
JAG1	HSPA2
JAG1	CXCL12
JAG1	CDC42
JAG1	IL6
JAG1	FGFR1
JAG1	CD44
JAG1	ANGPT1
JAG1	UBC
SYNPO	MYH9
SYNPO	ACTN4
SYNPO	NDST1
SYNPO	ARPC1A
SYNPO	DBN1
SYNPO	ALB
SYNPO	CTSL
SYNPO	AHNAK
SYNPO	RHOA
SYNPO	FAT1
SYNPO	CFL1
SYT12	VAMP3
SYT12	ESYT1
SYT12	APP
SYT12	VAPA
SYT12	MYOF
SYT12	STXBP1
SYT12	NSF
NEDD4L	RBX1
NEDD4L	TGFB1
NEDD4L	SKP1
NEDD4L	YWHAH
NEDD4L	NEDD8
NEDD4L	UBE2M
NEDD4L	PDGFRA
NEDD4L	HECW2
NEDD4L	UBE2K
NEDD4L	USP14
NEDD4L	USP15
NEDD4L	UBE2L6
NEDD4L	OXSR1
NEDD4L	UBE2N
NEDD4L	CHMP6
NEDD4L	UBA1
NEDD4L	UBE2V1
NEDD4L	HUWE1
NEDD4L	WNK1
NEDD4L	UBE2H
NEDD4L	UBE2I
NEDD4L	UBE2D3
NEDD4L	VCP
NEDD4L	UCHL5
NEDD4L	VTA1
NEDD4L	UBE2A
NEDD4L	YWHAB
NEDD4L	VPS28
NEDD4L	STAM
NEDD4L	VPS36
NEDD4L	ISG15
NEDD4L	YWHAQ
NEDD4L	UBE2G1
NEDD4L	XPO1
NEDD4L	STRAP
NEDD4L	EPS15L1
NEDD4L	UBE2L3
NEDD4L	PDCD6IP
NEDD4L	UBE2V2
NEDD4L	CRYAB
NEDD4L	UBC
CD200	NT5E
CD200	APLP2
CD200	MCAM
CD200	THY1
CD200	ALB
CD200	ENG
CD200	F11
CD200	IL6
CD200	CD44
CD200	MME
ANK3	YKT6
ANK3	COPB1
ANK3	ARF3
ANK3	DCTN3
ANK3	LMNB1
ANK3	COPE
ANK3	CAPZA1
ANK3	NAPA
ANK3	ARCN1
ANK3	TENM4
ANK3	MYO5B
ANK3	MAP1B
ANK3	DCTN5
ANK3	TMED10
ANK3	ARF4
ANK3	RAB1B
ANK3	SPTBN5
ANK3	PLEC
ANK3	COPG1
ANK3	FLNC
ANK3	COPB2
ANK3	TMED9
ANK3	NFASC
ANK3	FAS
ANK3	DYNC1H1
ANK3	SPTBN1
ANK3	DCTN1
ANK3	DMD
ANK3	CAPZA2
ANK3	SYNE1
ANK3	COPA
ANK3	SPTAN1
ANK3	NRCAM
ANK3	DYNLL1
ANK3	CD59
ANK3	NSF
ANK3	RAB1A
ANK3	COG6
ANK3	CD44
ANK3	CAPZB
ANK3	DCTN2
ANK3	ITIH3
ANK3	SPTBN2
ANK3	TNKS1BP1
ANK3	USO1
ANK3	CNTN1
ANK3	COPZ1
ANK3	ANKS1B
CTLA4	MAPK1
CTLA4	PPP2CB
CTLA4	TGFB1
CTLA4	TFPI2
CTLA4	GAPDH
CTLA4	CLTA
CTLA4	NT5E
CTLA4	ITGAV
CTLA4	CD81
CTLA4	CEP70
CTLA4	NRP1
CTLA4	ITGA1
CTLA4	THY1
CTLA4	UCHL1
CTLA4	AP2M1
CTLA4	ITGA5
CTLA4	VCAM1
CTLA4	ALB
CTLA4	ANXA5
CTLA4	HPRT1
CTLA4	CASP3
CTLA4	GBA
CTLA4	CALR
CTLA4	PPP2R1A
CTLA4	CSF1
CTLA4	LAMP1
CTLA4	PTPN11
CTLA4	NCR3
CTLA4	TOR1A
CTLA4	FN1
CTLA4	FAS
CTLA4	LRBA
CTLA4	ACTB
CTLA4	TFRC
CTLA4	STAT1
CTLA4	IL6R
CTLA4	HLA-C
CTLA4	EMILIN1
CTLA4	GRB2
CTLA4	CXCL12
CTLA4	ITGB1
CTLA4	HLA-A
CTLA4	PDCD1LG2
CTLA4	IL6
CTLA4	JAK3
CTLA4	DIABLO
CTLA4	CD44
CTLA4	HLA-B
CTLA4	PVR
CTLA4	CBFB
CTLA4	CDKN2A
CTLA4	OTUB1
CTLA4	PCSK5
CTLA4	B2M
CTLA4	TPT1
DCBLD2	SIAE
DCBLD2	CRKL
DCBLD2	VEGFC
RGS4	APC
RGS4	GNAI2
RGS4	GNAS
RGS4	PPP3CC
RGS4	PLCXD2
MRGPRF	EFEMP2
MRGPRF	COL16A1
TGM1	KRT14
TGM1	HSPB1
TGM1	KRT5
TGM1	KRT1
TGM1	DSG1
TGM1	DSC1
TGM1	CSTA
TGM1	KRT10
TGM1	KRT16
TGM1	KRT17
TGM1	KRT2
TGM1	TLN1
TGM1	SPINK5
TGM1	SPRR2E
TGM1	FLG
TGM1	REEP5
TGM1	DSP
TGM1	KRT6A
TGM1	JUP
TGM1	LIMA1
TGM1	CASP14
TGM1	KRT4
ANK2	YKT6
ANK2	COPB1
ANK2	ARF3
ANK2	DCTN3
ANK2	RIMBP2
ANK2	COPE
ANK2	CAPZA1
ANK2	EHD2
ANK2	NAPA
ANK2	ARCN1
ANK2	GPD1L
ANK2	THY1
ANK2	CALM3
ANK2	SLMAP
ANK2	MAP1B
ANK2	DCTN5
ANK2	MAP1A
ANK2	TMED10
ANK2	KNDC1
ANK2	ARF4
ANK2	RAB1B
ANK2	SPTBN5
ANK2	COPG1
ANK2	COPB2
ANK2	TMED9
ANK2	NFASC
ANK2	AKAP9
ANK2	DYNC1H1
ANK2	SPTBN1
ANK2	DCTN1
ANK2	DMD
ANK2	CAPZA2
ANK2	RYR2
ANK2	ENAH
ANK2	SYNE1
ANK2	COPA
ANK2	CADM3
ANK2	SPTAN1
ANK2	CTTN
ANK2	NRCAM
ANK2	DYNLL1
ANK2	CD59
ANK2	NSF
ANK2	CHD8
ANK2	RAB1A
ANK2	COG6
ANK2	CD44
ANK2	CAPZB
ANK2	DCTN2
ANK2	SPTBN2
ANK2	USO1
ANK2	AP1S2
ANK2	CNTN1
ANK2	COPZ1
ANK2	TTN
ANK2	EHD1
P2RY6	KNG1
P2RY6	SERPING1
P2RY6	APP
P2RY6	HSPA13
P2RY6	F2
P2RY6	AGT
P2RY6	GNG12
P2RY6	SPTAN1
P2RY6	ANXA1
P2RY6	SAA1
P2RY6	GNB1
SLC4A7	CA12
SLC4A7	CA2
SLC4A7	NSF
SLC4A7	CDH23
SLC4A7	ELAVL1
SLC4A7	SLC16A3
ADAM20	SPAG9
ADAM20	ADAMTSL4
ADAM20	B4GALT1
SH2B3	LGALS1
SH2B3	U2AF1L4
SH2B3	CALR
SH2B3	NT5C2
SH2B3	PTPN11
SH2B3	FLNA
SH2B3	MYADM
SH2B3	SRSF2
SH2B3	GRB2
SH2B3	IDH1
SH2B3	JAK3
SH2B3	MYO9B
SH2B3	LPP
FCGR2A	MYH9
FCGR2A	APEX1
FCGR2A	ARPC3
FCGR2A	GAPDH
FCGR2A	LGALS3
FCGR2A	ARPC1A
FCGR2A	ACTR3
FCGR2A	THY1
FCGR2A	FAM167A
FCGR2A	ARPC5
FCGR2A	ARPC2
FCGR2A	ALB
FCGR2A	ANXA5
FCGR2A	ANPEP
FCGR2A	CRK
FCGR2A	CD14
FCGR2A	CLU
FCGR2A	CSF1
FCGR2A	LAMP1
FCGR2A	TAF9B
FCGR2A	RAC1
FCGR2A	TFRC
FCGR2A	TAGLN2
FCGR2A	ACTR2
FCGR2A	ITGB1
FCGR2A	CDC42
FCGR2A	IL6
FCGR2A	ARPC4
FCGR2A	ARPC1B
FCGR2A	CD44
FCGR2A	MYO9B
FCGR2A	CYFIP1
DAAM1	PFN1
DAAM1	PFN2
DAAM1	ARPC1A
DAAM1	ACTR3
DAAM1	RAC1
DAAM1	ACTB
DAAM1	ENAH
DAAM1	ACTR2
DAAM1	WNT5B
DAAM1	CDC42
DAAM1	POTEI
DAAM1	RHOA
DAAM1	ACTA2
DAAM1	FNBP1
DAAM1	PTK7
DAAM1	GC
DAAM1	ACTG1
PRKCE	MAPK1
PRKCE	PPIF
PRKCE	COPB1
PRKCE	RRAS2
PRKCE	YWHAE
PRKCE	PRKAR2A
PRKCE	RAB5A
PRKCE	BAX
PRKCE	CRK
PRKCE	YWHAG
PRKCE	PRKACA
PRKCE	GNAI2
PRKCE	PPP1CA
PRKCE	COPB2
PRKCE	HSP90AA1
PRKCE	MSRB3
PRKCE	RAC1
PRKCE	AKAP9
PRKCE	MYLK
PRKCE	STAT1
PRKCE	GNG12
PRKCE	HSP90AB1
PRKCE	YWHAB
PRKCE	YWHAQ
PRKCE	PPP3CA
PRKCE	PPP1CB
PRKCE	YWHAZ
PRKCE	ITGB1
PRKCE	CDC42
PRKCE	JAK3
PRKCE	RHOA
PRKCE	CAMTA2
PRKCE	MARCKS
PRKCE	PDLIM5
PRKCE	GNB1
TNFRSF25	MAPK1
TNFRSF25	TOR1B
TNFRSF25	TNFSF12
TNFRSF25	CASP3
TNFRSF25	TNFRSF12A
TNFRSF25	TOR1A
TNFRSF25	TGM2
TNFRSF25	HLA-C
TNFRSF25	HLA-A
TNFRSF25	IL6
TNFRSF25	SSB
TNFRSF25	C4A
TNFRSF25	HLA-B
TNFRSF25	NUDT3
CDC42EP2	RRAS2
CDC42EP2	LTBP3
CDC42EP2	ARPC5L
CDC42EP2	VTA1
CDC42EP2	CDC42
CDC42EP2	METRN
TNFRSF12A	PSMA4
TNFRSF12A	PSMD5
