#node1	node2
ANK2	TMED9
ANK2	NFASC
ANK2	DYNC1H1
ANK2	SPTBN1
ANK2	DCTN1
ANK2	DMD
ANK2	CAPZA2
ANK2	COPA
ANK2	SPTAN1
ANK2	NRCAM
ANK2	DYNLL1
ANK2	CD59
ANK2	NSF
ANK2	RAB1A
ANK2	COG6
ANK2	CD44
ANK2	CAPZB
ANK2	DCTN2
ANK2	SPTBN2
ANK2	USO1
ANK2	COPZ1
P2RY6	KNG1
P2RY6	APP
P2RY6	F2
P2RY6	AGT
P2RY6	GNG12
P2RY6	ANXA1
P2RY6	SAA1
P2RY6	GNB1
ADAM20	B4GALT1
SH2B3	GRB2
FCGR2A	MYH9
FCGR2A	ARPC3
FCGR2A	ARPC1A
FCGR2A	ACTR3
FCGR2A	ARPC5
FCGR2A	ARPC2
FCGR2A	CRK
FCGR2A	RAC1
FCGR2A	ACTR2
FCGR2A	CDC42
FCGR2A	ARPC4
FCGR2A	ARPC1B
FCGR2A	MYO9B
FCGR2A	CYFIP1
DAAM1	PFN1
DAAM1	WNT5B
DAAM1	CDC42
DAAM1	RHOA
PRKCE	MAPK1
PRKCE	PPIF
PRKCE	RRAS2
PRKCE	PRKAR2A
PRKCE	CRK
PRKCE	PRKACA
PRKCE	PPP1CA
PRKCE	AKAP9
PRKCE	MYLK
PRKCE	GNG12
PRKCE	PPP1CB
PRKCE	YWHAZ
PRKCE	CDC42
PRKCE	JAK3
PRKCE	MARCKS
PRKCE	PDLIM5
PRKCE	GNB1
TNFRSF25	TNFSF12
TNFRSF25	CASP3
TNFRSF25	TOR1A
TNFRSF12A	PSMA4
TNFRSF12A	PSMD5
TNFRSF12A	PSMD8
TNFRSF12A	PSMA3
TNFRSF12A	PSME2
TNFRSF12A	PSMA2
TNFRSF12A	PSMB7
TNFRSF12A	PSMA6
TNFRSF12A	PSMD11
TNFRSF12A	PSMB1
TNFRSF12A	PSMD3
TNFRSF12A	PSMB6
TNFRSF12A	PSMA5
TNFRSF12A	PSMB4
TNFRSF12A	PSME3
TNFRSF12A	TNFSF12
TNFRSF12A	PSMD1
TNFRSF12A	PSMD2
TNFRSF12A	PSMC5
TNFRSF12A	PSMB10
TNFRSF12A	PSMB5
TNFRSF12A	PSMA7
TNFRSF12A	PSMB2
TNFRSF12A	PSMB9
TNFRSF12A	PSMB8
TNFRSF12A	PSME1
TNFRSF12A	PSMD14
TNFRSF12A	PSMC2
TNFRSF12A	PSMD13
TNFRSF12A	PSMC6
TNFRSF12A	PSMA1
TNFRSF12A	PSMD6
TNFRSF12A	PSMD9
TNFRSF12A	PSMC3
TNFRSF12A	PSMB3
EPHB3	MYL12A
EPHB3	MMP2
EPHB3	CLTA
EPHB3	SDCBP
EPHB3	AP2S1
EPHB3	AP2M1
EPHB3	CLTB
EPHB3	RAC1
EPHB3	AP2A1
EPHB3	CDC42
EPHB3	CLTCL1
EPHB3	CLTC
EPHB3	AP2B1
CADM1	RAC1
CADM1	CADM3
LGR4	RSPO1
LGR4	UBC
UNC5B	CASP3
UNC5B	GNAI2
UNC5B	PTPN11
UNC5B	NEO1
CSF1R	ITGAV
CSF1R	CD14
CSF1R	CSF1
CSF1R	GRB2
AJUBA	PSMA4
AJUBA	PSMD5
AJUBA	PSMD8
AJUBA	RBX1
AJUBA	PSMA3
AJUBA	PSME2
AJUBA	PSMA2
AJUBA	PSMB7
AJUBA	DCTN3
AJUBA	PSMA6
AJUBA	PSMD11
AJUBA	PSMB1
AJUBA	EP300
AJUBA	CLASP1
AJUBA	YWHAE
AJUBA	PSMD3
AJUBA	CEP70
AJUBA	PSMB6
AJUBA	PSMA5
AJUBA	PSMB4
AJUBA	PSME3
AJUBA	KMT2D
AJUBA	POLR2G
AJUBA	CTNNA1
AJUBA	YWHAG
AJUBA	PSMD1
AJUBA	PRKACA
AJUBA	PSMD2
AJUBA	PSMC5
AJUBA	PPP2R1A
AJUBA	HSP90AA1
AJUBA	TUBB
AJUBA	TUBB4B
AJUBA	OFD1
AJUBA	CTNNB1
AJUBA	AKAP9
AJUBA	DYNC1H1
AJUBA	UBE2D3
AJUBA	PSMB10
AJUBA	PSMB5
AJUBA	PSMA7
AJUBA	PSMB2
AJUBA	RBBP4
AJUBA	CNTRL
AJUBA	PSMB9
AJUBA	PSMB8
AJUBA	MAPRE1
AJUBA	CENPJ
AJUBA	PSME1
AJUBA	DYNLL1
AJUBA	JUP
AJUBA	PAFAH1B1
AJUBA	CTNND1
AJUBA	PSMD14
AJUBA	PSMC2
AJUBA	PSMD13
AJUBA	PSMC6
AJUBA	DCTN2
AJUBA	PSMA1
AJUBA	POLR2H
AJUBA	PSMD6
AJUBA	PSMD9
AJUBA	UBC
AJUBA	CEP290
AJUBA	PSMC3
AJUBA	PSMB3
RAP2B	STK10
RAP2B	PGRMC1
RAP2B	MLEC
RAP2B	COPB1
RAP2B	ADAM10
RAP2B	ITGAV
RAP2B	LAMTOR1
RAP2B	STOM
RAP2B	GAA
RAP2B	RAP2C
RAP2B	PLAU
RAP2B	RAB14
RAP2B	CKAP4
RAP2B	ATP6AP2
RAP2B	DYNLL1
RAP2B	CD59
RAP2B	AP1M1
RAP2B	TOM1
RAP2B	LAMTOR3
RAP2B	SERPINB6
TIAM1	RAP1B
TIAM1	RRAS2
TIAM1	NME1
TIAM1	RAC1
TIAM1	CDC42
TIAM1	CD44
TIAM1	RHOA
ATP2B1	PRKG2
ATP2B1	CALM3
EHD1	RAB5A
LIMA1	CTNNA1
LIMA1	CTNNB1
LIMA1	CTNND1
LRIG1	MET
LRIG1	STAM
LRIG1	UBC
SCN8A	SPTBN5
SCN8A	NFASC
SCN8A	SPTBN1
SCN8A	SPTAN1
SCN8A	NRCAM
SCN8A	SPTBN2
RIN1	RRAS2
RIN1	RAB5A
RIN1	GDI2
RIN1	GDI1
RIN1	RAB5C
NOTCH1	RBX1
NOTCH1	LFNG
NOTCH1	SKP1
NOTCH1	APC
NOTCH1	ADAM10
NOTCH1	ST3GAL3
NOTCH1	EP300
NOTCH1	CDH2
NOTCH1	APP
NOTCH1	POGLUT1
NOTCH1	ADAM17
NOTCH1	RAB6A
NOTCH1	PLXND1
NOTCH1	CTNNB1
NOTCH1	MFAP5
NOTCH1	MFAP2
NOTCH1	POFUT1
NOTCH1	B4GALT1
NOTCH1	IL6
NOTCH1	TNRC6B
NOTCH1	ACTA2
NOTCH1	UBC
NOTCH1	CNTN1
PTGER1	KNG1
PTGER1	APP
PTGER1	F2
PTGER1	AGT
PTGER1	GNG12
PTGER1	GNAS
PTGER1	ANXA1
PTGER1	CXCL12
PTGER1	SAA1
PTGER1	GNB1
EFNB1	MYL12A
EFNB1	MMP2
EFNB1	CLTA
EFNB1	SDCBP
EFNB1	AP2S1
EFNB1	AP2M1
EFNB1	CRK
EFNB1	CLTB
EFNB1	MAP4K4
EFNB1	RAC1
EFNB1	AP2A1
EFNB1	GRB2
EFNB1	CDC42
EFNB1	PTPN13
EFNB1	CLTCL1
EFNB1	CLTC
EFNB1	AP2B1
EFNB1	SEMA3B
RCC2	PPP2CB
RCC2	CLASP1
RCC2	RANBP2
RCC2	CCNB2
RCC2	PDS5A
RCC2	NUDC
RCC2	PPP2R1A
RCC2	KNTC1
RCC2	DYNC1H1
RCC2	CENPF
RCC2	RPS27
RCC2	MAPRE1
RCC2	SEC13
RCC2	DYNLL1
RCC2	PAFAH1B1
RCC2	CDC42
RCC2	XPO1
RCC2	RANGAP1
RCC2	CLIP1
ABCB1	EP300
ACVR2A	TGFBR3
ACVR2A	INHBA
ACVR2A	INHBB
ACVR2A	ENG
ACVR2A	GDF5
ACVR2A	FKBP1A
TLR3	HSP90B1
TLR3	UBE2N
TLR3	UBE2V1
TLR3	UBE2D3
TLR3	IL6
TLR3	UBC
SHB	PDGFRA
SHB	ITGAV
SHB	CRK
SHB	HSP90AA1
SHB	RAC1
SHB	RHOA
SHB	CYFIP1
LIMD1	PSMA4
LIMD1	PSMD5
LIMD1	PSMD8
LIMD1	RBX1
LIMD1	PSMA3
LIMD1	PSME2
LIMD1	PSMA2
LIMD1	PSMB7
LIMD1	PSMA6
LIMD1	PSMD11
LIMD1	PSMB1
LIMD1	PSMD3
LIMD1	PSMB6
LIMD1	PSMA5
LIMD1	PSMB4
LIMD1	PSME3
LIMD1	PSMD1
LIMD1	PSMD2
LIMD1	PSMC5
LIMD1	UBE2D3
LIMD1	PSMB10
LIMD1	PSMB5
LIMD1	PSMA7
LIMD1	PSMB2
LIMD1	PSMB9
LIMD1	PSMB8
LIMD1	PSME1
LIMD1	PSMD14
LIMD1	PSMC2
LIMD1	PSMD13
LIMD1	PSMC6
LIMD1	PSMA1
LIMD1	PSMD6
LIMD1	PSMD9
LIMD1	UBC
LIMD1	PSMC3
LIMD1	PSMB3
TAS1R1	HEBP1
TAS1R1	C5
TAS1R1	C3
TAS1R1	KNG1
TAS1R1	APP
TAS1R1	GNAI2
TAS1R1	PENK
TAS1R1	AGT
TAS1R1	GNG12
TAS1R1	ANXA1
TAS1R1	PSAP
TAS1R1	CXCL12
TAS1R1	SAA1
TAS1R1	GNB1
NRP1	SEMA3G
NRP1	SEMA7A
NRP1	SEMA3C
NRP1	DPYSL2
NRP1	TLN1
NRP1	PLXND1
NRP1	HSP90AA1
NRP1	DPYSL3
